,Index,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Carrier_Name
737960,2420658,2008,5,12,1,2114,2055,2243,2220,WN,3059,N719SW,89,85,69,23,19,SFO,SAN,447,4,16,0,N,0,0,0,4,0,19,Southwest Airlines
793046,2628246,2008,5,15,4,1900,1755,2006,1928,UA,723,N504UA,126,153,111,38,65,DEN,SJC,948,4,11,0,N,0,0,0,0,0,38,United Airlines
94002,300029,2008,1,2,3,1839,1715,2121,2000,WN,324,N730SW,102,105,91,81,84,MDW,BWI,611,3,8,0,N,0,23,0,0,0,58,Southwest Airlines
336848,1063149,2008,2,12,2,1158,1130,1618,1600,AA,558,N4XXAA,200,210,175,18,28,DFW,EWR,1372,10,15,0,N,0,15,0,0,0,3,American Airlines
711465,2328917,2008,4,7,1,1630,1600,1951,1915,B6,439,N193JB,201,195,170,36,30,BOS,MCO,1121,7,24,0,N,0,27,0,6,0,3,JetBlue Airways
918103,3086321,2008,6,29,7,1048,1010,1128,1100,WN,6,N644SW,160,170,147,28,38,TUL,LAS,1076,6,7,0,N,0,2,0,0,0,26,Southwest Airlines
1047576,3502442,2008,6,7,6,1318,1055,1420,1200,AA,1397,N464AA,62,65,41,140,143,DFW,SAT,247,3,18,0,N,0,0,0,0,0,140,American Airlines
66758,218725,2008,1,3,4,2131,2031,2311,2157,UA,24,N848UA,160,146,140,74,60,DEN,BUR,850,4,16,0,N,0,19,0,14,0,41,United Airlines
849048,2878592,2008,5,23,5,1255,1240,1510,1455,AA,638,N3BAAA,135,135,114,15,15,DFW,MSP,852,7,14,0,N,0,11,0,0,0,4,American Airlines
854333,2894415,2008,5,25,7,1523,1440,1657,1610,AA,1316,N271AA,94,90,77,47,43,MFE,DFW,468,11,6,0,N,0,0,0,4,0,43,American Airlines
901332,3042207,2008,6,16,1,2115,2045,2206,2140,WN,3427,N905WN,51,55,34,26,30,SEA,GEG,224,3,14,0,N,0,6,0,0,0,20,Southwest Airlines
866232,2931814,2008,5,30,5,2257,2219,2338,2259,AS,70,N648AS,41,40,26,39,38,JNU,SIT,95,8,7,0,N,0,38,0,1,0,0,Alaska Airlines
806362,2686931,2008,5,1,4,1216,1210,1855,1825,WN,299,N664WN,279,255,261,30,6,SEA,BNA,1977,6,12,0,N,0,0,0,25,0,5,Southwest Airlines
472896,1484591,2008,3,19,3,1219,1210,1509,1444,DL,72,N396DA,170,154,143,25,9,MCO,JFK,944,11,16,0,N,0,0,0,25,0,0,Delta Airlines
796698,2639846,2008,5,12,1,1401,1315,1719,1653,UA,1454,N488UA,138,158,121,26,46,ORD,TPA,1012,4,13,0,N,0,8,0,0,0,18,United Airlines
856935,2901850,2008,5,30,5,938,820,1510,1340,AA,1600,N412AA,212,200,171,90,78,PHX,ORD,1440,16,25,0,N,0,0,0,90,0,0,American Airlines
794150,2631832,2008,5,16,5,1147,1129,2003,1938,UA,872,N658UA,316,309,282,25,18,SFO,IAD,2419,9,25,0,N,0,18,0,7,0,0,United Airlines
91632,296012,2008,1,1,2,1413,1345,1922,1900,WN,157,N230WN,189,195,173,22,28,DEN,BWI,1491,4,12,0,N,0,13,0,0,0,9,Southwest Airlines
896707,3031149,2008,6,13,5,2302,2120,16,2235,WN,2541,N719SW,74,75,54,101,102,LAX,SMF,373,11,9,0,N,0,0,0,6,0,95,Southwest Airlines
154261,502711,2008,1,29,2,1000,940,1335,1320,AA,1240,N3DDAA,155,160,122,15,20,DFW,DCA,1192,4,29,0,N,0,0,0,0,0,15,American Airlines
197608,640647,2008,2,13,3,1920,1745,2007,1840,WN,1593,N513SW,47,55,36,87,95,MCI,TUL,223,3,8,0,N,0,3,0,0,0,84,Southwest Airlines
450792,1407209,2008,3,2,7,1206,1138,1646,1459,UA,340,N642UA,220,141,135,107,28,DEN,ORD,888,5,80,0,N,0,0,0,95,0,12,United Airlines
546265,1709235,2008,3,25,2,1359,1330,1643,1555,AA,2352,N476AA,164,145,135,48,29,DFW,ORD,802,7,22,0,N,0,0,0,48,0,0,American Airlines
967266,3240000,2008,6,9,1,1048,1016,1343,1321,UA,791,N326UA,115,125,101,22,32,DEN,STL,770,3,11,0,N,0,18,0,0,0,4,United Airlines
198536,642456,2008,2,13,3,1635,1420,1648,1435,WN,1253,N749SW,73,75,62,133,135,TUS,SAN,367,2,9,0,N,0,90,0,0,0,43,Southwest Airlines
631268,2015305,2008,4,29,2,1508,700,1655,901,UA,368,N386UA,107,121,92,474,488,MSO,DEN,679,5,10,0,N,0,474,0,0,0,0,United Airlines
393890,1228326,2008,3,19,3,2047,1955,2208,2115,WN,452,N419WN,81,80,65,53,52,BNA,MDW,395,6,10,0,N,0,3,0,1,0,49,Southwest Airlines
553448,1733236,2008,3,16,7,829,735,1108,1003,B6,117,N236JB,219,208,188,65,54,JFK,MSY,1182,3,28,0,N,0,54,0,11,0,0,JetBlue Airways
572200,1786678,2008,3,14,5,1857,1805,2152,2058,DL,885,N828MH,355,353,333,54,52,LAX,HNL,2556,7,15,0,N,0,0,0,2,0,52,Delta Airlines
859314,2908669,2008,5,20,2,1629,1530,1817,1715,AA,1854,N552AA,108,105,82,62,59,DFW,OMA,583,5,21,0,N,0,0,0,3,0,59,American Airlines
346721,1089657,2008,2,23,6,1331,1305,1948,1855,AA,1750,N5DWAA,257,230,197,53,26,RNO,ORD,1671,49,11,0,N,0,7,0,27,0,19,American Airlines
596144,1863988,2008,4,25,5,1959,1810,2142,1900,WN,168,N674AA,103,50,47,162,109,DAL,AUS,189,4,52,0,N,0,6,0,53,0,103,Southwest Airlines
343829,1081597,2008,2,21,4,1115,1015,1430,1315,AA,1402,N488AA,135,120,95,75,60,DFW,ATL,732,17,23,0,N,0,2,0,15,0,58,American Airlines
556192,1742102,2008,3,31,1,1727,1425,2143,1722,B6,744,N607JB,256,177,160,261,182,MCO,EWR,938,11,85,0,N,0,0,0,260,0,1,JetBlue Airways
148443,486764,2008,1,25,5,1551,1445,1912,1820,AA,524,N262AA,141,155,119,52,66,DFW,DTW,987,8,14,0,N,0,52,0,0,0,0,American Airlines
338436,1067191,2008,2,12,2,1428,1355,1725,1645,AA,749,N3BJAA,177,170,149,40,33,PHL,MIA,1013,3,25,0,N,0,0,0,7,0,33,American Airlines
848085,2875849,2008,5,1,4,1243,1145,1332,1235,AA,511,N4WXAA,109,110,95,57,58,DFW,COS,592,3,11,0,N,0,57,0,0,0,0,American Airlines
591296,1845090,2008,4,19,6,1829,1800,1931,1915,WN,206,N400WN,62,75,53,16,29,OAK,LAX,337,4,5,0,N,0,10,0,0,0,6,Southwest Airlines
551697,1728132,2008,3,7,5,2226,2035,254,2359,B6,145,N634JB,268,204,183,175,111,JFK,RSW,1074,2,83,0,N,0,2,0,104,0,69,JetBlue Airways
215757,683707,2008,2,26,2,2220,2105,217,100,WN,1513,N608SW,177,175,168,77,75,PHX,STL,1262,4,5,0,N,0,65,0,2,0,10,Southwest Airlines
635541,2029120,2008,4,19,6,1033,1020,1249,1146,UA,817,N558UA,136,86,60,63,13,SFO,LAX,337,23,53,0,N,0,0,0,50,0,13,United Airlines
151665,495334,2008,1,24,4,1631,1552,1738,1700,AA,959,N077AA,67,68,37,38,39,MCO,MIA,193,7,23,0,N,0,0,0,0,0,38,American Airlines
578390,1801883,2008,4,6,7,1708,1630,1809,1740,WN,553,N316SW,61,70,50,29,38,SAN,LAS,258,3,8,0,N,0,3,0,0,0,26,Southwest Airlines
1045062,3495727,2008,6,30,1,2028,1925,2306,2225,AA,1148,N084AA,158,180,133,41,63,MIA,JFK,1090,12,13,0,N,0,41,0,0,0,0,American Airlines
2826,4683,2008,1,4,5,1202,1140,1356,1320,WN,1585,N782SA,114,100,101,36,22,PDX,OAK,543,7,6,0,N,0,17,0,14,0,5,Southwest Airlines
788214,2612737,2008,5,20,2,2011,1900,2322,2219,UA,256,N533UA,131,139,113,63,71,DEN,ORD,888,3,15,0,N,0,0,0,0,0,63,United Airlines
984371,3300276,2008,6,20,5,1543,1535,1740,1725,DL,413,N653DL,117,110,80,15,8,IAD,ATL,533,8,29,0,N,0,0,0,7,0,8,Delta Airlines
278296,887004,2008,2,1,5,1701,1645,1912,1845,WN,1401,N208WN,71,60,46,27,16,PDX,BOI,344,11,14,0,N,0,16,0,11,0,0,Southwest Airlines
868054,2940507,2008,5,16,5,2029,1950,2206,2147,B6,1224,N193JB,97,117,81,19,39,RDU,BOS,612,5,11,0,N,0,0,0,0,0,19,JetBlue Airways
736774,2417907,2008,5,12,1,2210,2005,14,2135,WN,871,N250WN,244,210,224,159,125,BNA,PHX,1448,5,15,0,N,0,25,0,34,0,100,Southwest Airlines
912103,3069794,2008,6,25,3,2231,2100,2236,2110,WN,193,N395SW,65,70,51,86,91,ABQ,PHX,328,7,7,0,N,0,0,0,0,0,86,Southwest Airlines
737458,2419600,2008,5,12,1,2001,1910,2213,2135,WN,283,N769SW,252,265,236,38,51,MDW,SEA,1733,5,11,0,N,0,0,0,0,0,38,Southwest Airlines
535189,1678374,2008,3,8,6,1559,1420,1939,1745,AA,1027,N4WKAA,280,265,242,114,99,BOS,DFW,1562,13,25,0,N,0,0,0,64,0,50,American Airlines
848106,2875981,2008,5,9,5,1029,830,1325,1125,AA,518,N077AA,176,175,141,120,119,MIA,JFK,1090,19,16,0,N,0,119,0,1,0,0,American Airlines
595036,1860177,2008,4,24,4,1707,1640,1807,1745,WN,230,N410WN,60,65,50,22,27,BUF,BWI,281,2,8,0,N,0,0,0,0,0,22,Southwest Airlines
4623,8091,2008,1,5,6,906,840,1047,1010,WN,993,N318SW,101,90,83,37,26,SAN,OAK,446,6,12,0,N,0,3,0,11,0,23,Southwest Airlines
629880,2010984,2008,4,12,6,1453,838,1541,925,UA,237,N572UA,108,107,80,376,375,DSM,DEN,589,13,15,0,N,0,375,0,1,0,0,United Airlines
146237,480261,2008,1,7,1,134,2300,855,615,AA,298,N5DFAA,321,315,294,160,154,HNL,LAX,2556,9,18,0,N,0,154,0,6,0,0,American Airlines
358089,1126916,2008,2,18,1,1530,1300,1738,1415,B6,67,N546JB,128,75,77,203,150,BUF,JFK,301,4,47,0,N,0,0,0,130,0,73,JetBlue Airways
476637,1497953,2008,3,29,6,1627,1615,1850,1813,DL,936,N139DL,143,118,93,37,12,FLL,ATL,581,24,26,0,N,0,0,0,37,0,0,Delta Airlines
854327,2894396,2008,5,6,2,1530,1440,1704,1610,AA,1316,N246AA,94,90,81,54,50,MFE,DFW,468,4,9,0,N,0,0,0,4,0,50,American Airlines
74852,239489,2008,1,15,2,1507,1425,1830,1755,UA,720,N378UA,143,150,122,35,42,SFO,DEN,967,5,16,0,N,0,7,0,0,0,28,United Airlines
730734,2395911,2008,5,5,1,2154,2115,17,2355,WN,485,N672SW,143,160,130,22,39,MDW,HOU,937,5,8,0,N,0,0,0,0,0,22,Southwest Airlines
909402,3062779,2008,6,22,7,2152,2110,2308,2240,WN,2961,N301SW,76,90,65,28,42,TUL,HOU,453,4,7,0,N,0,0,0,0,0,28,Southwest Airlines
452944,1413844,2008,3,13,4,2048,1935,2258,2104,UA,522,N838UA,130,89,80,114,73,SAN,SFO,447,4,46,0,N,0,0,0,114,0,0,United Airlines
964857,3234665,2008,6,9,1,1614,1559,1910,1850,UA,620,N824UA,116,111,83,20,15,ORD,DCA,612,5,28,0,N,0,15,0,5,0,0,United Airlines
695222,2273127,2008,4,28,1,1023,1000,1349,1330,AA,616,N3CPAA,146,150,125,19,23,DFW,DTW,987,6,15,0,N,0,19,0,0,0,0,American Airlines
195228,635269,2008,2,11,1,1838,1720,1942,1830,WN,3166,N336SW,124,130,111,72,78,SLC,SEA,689,4,9,0,N,0,0,0,0,0,72,Southwest Airlines
869862,2948529,2008,5,31,6,1612,1600,1926,1909,B6,462,N528JB,194,189,171,17,12,RSW,BOS,1249,6,17,0,N,0,12,0,5,0,0,JetBlue Airways
452117,1411280,2008,3,30,7,1139,1106,1721,1705,UA,442,N422UA,222,239,199,16,33,SAN,ORD,1723,7,16,0,N,0,0,0,0,0,16,United Airlines
1042295,3488830,2008,6,14,6,1546,1445,1731,1620,AA,801,N527AA,105,95,71,71,61,MCI,DFW,460,13,21,0,N,0,0,0,10,0,61,American Airlines
586078,1824631,2008,4,13,7,1253,1230,1400,1340,WN,3571,N656SW,67,70,58,20,23,MSY,HOU,303,4,5,0,N,0,6,0,0,0,14,Southwest Airlines
148205,485805,2008,1,28,1,18,2100,215,2255,AA,485,N550AA,117,115,104,200,198,ORD,TUL,585,3,10,0,N,0,27,0,97,0,76,American Airlines
849585,2880241,2008,5,15,4,1134,1110,1202,1140,AA,707,N464AA,148,150,132,22,24,DFW,PHX,868,2,14,0,N,0,5,0,0,0,17,American Airlines
158819,516043,2008,1,23,3,2250,1955,213,2325,AA,1750,N5CWAA,143,150,124,168,175,ORD,MCO,1005,4,15,0,N,0,0,0,8,0,160,American Airlines
186623,612531,2008,2,4,1,1216,1210,1345,1330,WN,3073,N314SW,89,80,53,15,6,SMF,LAX,373,6,30,0,N,0,6,0,9,0,0,Southwest Airlines
456735,1425296,2008,3,23,7,1333,1255,2122,2041,UA,924,N537UA,289,286,267,41,38,LAX,IAD,2288,7,15,0,N,0,11,0,3,0,27,United Airlines
903974,3049618,2008,6,18,3,2212,2145,2301,2230,WN,275,N763SW,49,45,31,31,27,TPA,PBI,174,11,7,0,N,0,27,0,4,0,0,Southwest Airlines
167226,543086,2008,1,24,4,1508,1420,1736,1620,AS,138,N765AS,208,180,203,76,48,ANC,ADK,1192,3,2,0,N,0,0,48,28,0,0,Alaska Airlines
848036,2875747,2008,5,23,5,2129,1935,2359,2220,AA,507,N5CJAA,150,165,122,99,114,PHL,MIA,1013,7,21,0,N,0,0,0,4,0,95,American Airlines
972165,3251625,2008,6,13,5,1524,1419,1848,1615,UA,1535,N484UA,264,176,192,153,65,MCO,ORD,1005,6,66,0,N,0,0,0,121,0,32,United Airlines
710015,2324624,2008,4,28,1,1549,1508,1625,1555,AS,64,N765AS,36,47,25,30,41,JNU,PSG,123,2,9,0,N,0,0,0,0,0,30,Alaska Airlines
535579,1679573,2008,3,25,2,1936,1905,2319,2300,AA,1058,N207AA,163,175,141,19,31,ORD,PBI,1144,3,19,0,N,0,0,0,7,0,12,American Airlines
357235,1124381,2008,2,13,3,2333,2235,717,631,B6,318,N587JB,284,296,263,46,58,OAK,IAD,2408,5,16,0,N,0,0,0,0,0,46,JetBlue Airways
577674,1800176,2008,4,6,7,1916,1830,2015,1925,WN,50,N318SW,59,55,43,50,46,HOU,DAL,239,3,13,0,N,0,28,0,4,0,18,Southwest Airlines
706679,2311186,2008,4,6,7,937,755,1522,1355,AA,2396,N5ENAA,225,240,192,87,102,EGE,EWR,1725,13,20,0,N,0,87,0,0,0,0,American Airlines
182875,600947,2008,1,11,5,2159,2140,2336,2314,DL,1096,N983DL,97,94,61,22,19,ATL,DAY,432,9,27,0,N,0,19,0,3,0,0,Delta Airlines
850642,2883343,2008,5,29,4,1642,1440,2132,1950,AA,854,N536AA,170,190,152,102,122,LAS,STL,1372,1,17,0,N,0,0,0,2,0,100,American Airlines
858837,2907397,2008,5,16,5,1429,1405,1736,1720,AA,1802,N463AA,127,135,109,16,24,DFW,DAY,861,7,11,0,N,0,4,0,0,0,12,American Airlines
972973,3253835,2008,6,30,1,1807,1730,2000,1924,UA,1623,N461UA,233,234,214,36,37,MSY,LAX,1671,9,10,0,N,0,34,0,0,0,2,United Airlines
547843,1714306,2008,3,7,5,2142,2040,5,2313,AS,85,N303AS,203,213,180,52,62,SEA,ANC,1449,4,19,0,N,0,52,0,0,0,0,Alaska Airlines
698174,2282714,2008,4,3,4,1224,1200,1351,1335,AA,1102,N3AWAA,87,95,71,16,24,MSY,DFW,448,5,11,0,N,0,9,0,0,0,7,American Airlines
862537,2917885,2008,5,2,5,1731,1645,2057,2015,AA,2424,N446AA,146,150,122,42,46,DFW,CLT,936,10,14,0,N,0,0,0,3,0,39,American Airlines
555083,1737989,2008,3,24,1,1332,1320,1709,1622,B6,377,N563JB,217,182,166,47,12,LGA,FLL,1076,7,44,0,N,0,9,0,35,0,3,JetBlue Airways
589222,1838944,2008,4,17,4,2233,2155,2334,2300,WN,1929,N744SW,61,65,49,34,38,PHX,ONT,325,6,6,0,N,0,34,0,0,0,0,Southwest Airlines
549620,1721189,2008,3,24,1,1229,1200,1433,1400,AS,331,N546AS,124,120,95,33,29,SFO,SEA,679,12,17,0,N,0,0,0,4,0,29,Alaska Airlines
471222,1479334,2008,3,1,6,1557,1510,1709,1630,WN,2374,N356SW,72,80,55,39,47,SLC,DEN,391,7,10,0,N,0,12,0,0,0,27,Southwest Airlines
1046482,3499654,2008,6,14,6,1835,1755,2152,2135,AA,1294,N3CHAA,137,160,119,17,40,IAH,MIA,964,8,10,0,N,0,0,0,0,0,17,American Airlines
702310,2297057,2008,4,22,2,2010,1900,49,2305,AA,1639,N083AA,279,245,229,104,70,JFK,SJU,1597,8,42,0,N,0,28,0,34,0,42,American Airlines
79561,250904,2008,1,27,7,1824,1816,1953,1928,UA,1441,N459UA,149,132,134,25,8,DEN,ONT,819,4,11,0,N,0,8,0,17,0,0,United Airlines
281642,899263,2008,2,21,4,1900,1746,2038,1924,DL,1868,N911DL,98,98,76,74,74,SRQ,ATL,445,13,9,0,N,0,0,0,0,0,74,Delta Airlines
20988,65441,2008,1,23,3,2126,2055,2236,2200,WN,513,N224WN,70,65,49,36,31,HOU,JAN,359,12,9,0,N,0,0,0,5,0,31,Southwest Airlines
338672,1067698,2008,2,23,6,2028,1955,20,2359,AA,766,N3AXAA,172,184,152,21,33,DFW,LGA,1389,4,16,0,N,0,21,0,0,0,0,American Airlines
745208,2441965,2008,5,19,1,1737,1625,2021,1915,WN,106,N648SW,104,110,95,66,72,ELP,HOU,677,4,5,0,N,0,0,0,0,0,66,Southwest Airlines
159544,517810,2008,1,16,3,1338,1310,1625,1605,AA,1818,N619AA,167,175,143,20,28,MIA,LGA,1097,8,16,0,N,0,20,0,0,0,0,American Airlines
395550,1231655,2008,3,20,4,1208,1145,1258,1240,WN,2967,N672SW,50,55,39,18,23,AUS,DAL,189,3,8,0,N,0,2,0,0,0,16,Southwest Airlines
358628,1128022,2008,2,20,3,2115,2010,53,2325,B6,459,N584JB,218,195,177,88,65,BOS,FLL,1237,27,14,0,N,0,2,0,23,0,63,JetBlue Airways
281570,899019,2008,2,21,4,1111,1100,1414,1359,DL,1614,N913DN,123,119,94,15,11,DFW,ATL,732,12,17,0,N,0,2,0,4,0,9,Delta Airlines
535636,1679698,2008,3,31,1,2226,1955,2246,2015,AA,1061,N431AA,140,140,115,151,151,DFW,TUS,813,5,20,0,N,0,0,0,0,0,151,American Airlines
845712,2868870,2008,5,11,7,1553,1545,1946,1930,AA,278,N619AA,413,405,388,16,8,DFW,ANC,3043,5,20,0,N,0,8,0,8,0,0,American Airlines
5256,9343,2008,1,6,7,1734,1625,1901,1750,WN,1852,N717SA,87,85,70,71,69,DEN,SLC,391,3,14,0,N,0,20,0,2,0,49,Southwest Airlines
846553,2871270,2008,5,17,6,1001,955,1540,1515,AA,358,N413AA,219,200,199,25,6,PHX,ORD,1440,8,12,0,N,0,6,0,19,0,0,American Airlines
917390,3084000,2008,6,29,7,1842,1815,1938,1920,WN,3928,N744SW,176,185,163,18,27,HOU,LAS,1235,5,8,0,N,0,5,0,0,0,13,Southwest Airlines
471383,1479911,2008,3,2,7,1817,1750,2032,2015,WN,1624,N430WN,75,85,54,17,27,BUR,PHX,369,4,17,0,N,0,17,0,0,0,0,Southwest Airlines
860172,2910839,2008,5,23,5,1830,1820,2132,2015,AA,1945,N3BSAA,182,115,82,77,10,ATL,MIA,595,39,61,0,N,0,6,0,67,0,4,American Airlines
653020,2103653,2008,4,28,1,929,915,1013,950,DL,1723,N919DE,104,95,73,23,14,ATL,MSY,425,7,24,0,N,0,0,0,9,0,14,Delta Airlines
855928,2899098,2008,5,9,5,1347,1305,1622,1550,AA,1492,N3CXAA,95,105,82,32,42,MSY,MIA,674,4,9,0,N,0,27,0,0,0,5,American Airlines
404930,1254642,2008,3,26,3,1651,1620,1822,1745,WN,327,N388SW,91,85,81,37,31,SMF,PDX,479,4,6,0,N,0,11,0,6,0,20,Southwest Airlines
538925,1689068,2008,3,10,1,1555,1530,1856,1810,AA,1388,N400AA,181,160,127,46,25,IAH,ORD,925,7,47,0,N,0,0,0,21,0,25,American Airlines
198029,641409,2008,2,13,3,2008,1640,2102,1750,WN,7,N283WN,54,70,38,192,208,PHL,PVD,238,4,12,0,N,0,15,0,0,0,177,Southwest Airlines
862486,2917727,2008,5,30,5,109,30,550,520,AA,2414,N3DKAA,161,170,139,30,39,LAX,DFW,1235,7,15,0,N,0,30,0,0,0,0,American Airlines
965589,3236018,2008,6,16,1,12,1955,205,2128,UA,659,N573UA,173,153,144,277,257,DEN,PDX,992,4,25,0,N,0,30,0,20,0,227,United Airlines
167386,543617,2008,1,25,5,2010,1958,2234,2214,AS,504,N626AS,144,136,131,20,12,PDX,SAN,933,2,11,0,N,0,12,0,8,0,0,Alaska Airlines
406111,1257291,2008,3,27,4,1407,1350,1641,1625,WN,3336,N753SW,154,155,122,16,17,PHL,MCO,861,9,23,0,N,0,0,0,0,0,16,Southwest Airlines
809653,2698363,2008,5,23,5,1822,1805,2011,1945,DL,1499,N622DL,109,100,71,26,17,ATL,RSW,515,5,33,0,N,0,17,0,9,0,0,Delta Airlines
987558,3310303,2008,6,27,5,1530,1429,1706,1542,DL,1924,N913DE,96,73,45,84,61,LGA,BOS,185,12,39,0,N,0,0,61,23,0,0,Delta Airlines
917971,3085849,2008,6,29,7,1152,1115,1244,1215,WN,3506,N388SW,52,60,36,29,37,SEA,GEG,224,4,12,0,N,0,29,0,0,0,0,Southwest Airlines
257358,821486,2008,2,13,3,1130,713,1312,845,UA,381,N563UA,162,152,121,267,257,BDL,ORD,783,14,27,0,N,0,0,0,267,0,0,United Airlines
724218,2372796,2008,4,4,5,1811,1715,2109,2017,DL,604,N6708D,298,302,277,52,56,PHL,SLC,1926,4,17,0,N,0,52,0,0,0,0,Delta Airlines
571007,1780709,2008,3,9,7,1159,833,1312,957,DL,1727,N752AT,193,204,173,195,206,ATL,DEN,1199,5,15,0,N,0,195,0,0,0,0,Delta Airlines
355607,1118652,2008,2,2,6,1715,1615,1841,1725,B6,72,N197JB,86,70,48,76,60,JFK,SYR,209,4,34,0,N,0,60,0,16,0,0,JetBlue Airways
697545,2280625,2008,4,28,1,1233,1200,1504,1430,AA,1036,N639AA,151,150,136,34,33,MIA,BWI,946,4,11,0,N,0,33,0,1,0,0,American Airlines
396326,1233046,2008,3,20,4,2207,2125,2302,2230,WN,1854,N274WN,55,65,40,32,42,LAX,SJC,308,9,6,0,N,0,4,0,0,0,28,Southwest Airlines
70607,228596,2008,1,6,7,723,600,916,810,UA,372,N340UA,113,130,95,66,83,SFO,SEA,679,3,15,0,N,0,66,0,0,0,0,United Airlines
334214,1056047,2008,2,20,3,857,835,1708,1640,AA,268,N5CMAA,311,305,278,28,22,SEA,JFK,2421,16,17,0,N,0,22,0,6,0,0,American Airlines
95846,302747,2008,1,3,4,2016,1940,2141,2100,WN,1491,N366SW,85,80,73,41,36,HOU,TUL,453,4,8,0,N,0,14,0,5,0,22,Southwest Airlines
1040678,3484755,2008,6,10,2,1551,1310,2116,1855,AA,606,N622AA,265,285,242,141,161,DFW,SJU,2165,9,14,0,N,0,141,0,0,0,0,American Airlines
905001,3051782,2008,6,19,4,1224,1200,1339,1320,WN,2281,N519SW,75,80,54,19,24,OAK,LAX,337,10,11,0,N,0,16,0,0,0,3,Southwest Airlines
531159,1667761,2008,3,19,3,1335,1315,1732,1620,AA,474,N242AA,177,125,107,72,20,DFW,ATL,732,12,58,0,N,0,0,0,72,0,0,American Airlines
6404,11240,2008,1,6,7,1104,1050,1241,1220,WN,3502,N301SW,97,90,82,21,14,SAN,OAK,446,4,11,0,N,0,7,0,7,0,7,Southwest Airlines
737822,2420340,2008,5,12,1,1857,1610,2048,1735,WN,1642,N366SW,111,85,87,193,167,RDU,PHL,336,16,8,0,N,0,0,0,170,0,23,Southwest Airlines
201181,648385,2008,2,15,5,1823,1725,2149,2055,WN,3068,N330SW,146,150,130,54,58,PHX,MCI,1044,6,10,0,N,0,5,0,0,0,49,Southwest Airlines
472430,1482797,2008,3,3,1,853,845,1030,945,WN,1218,N347SW,217,180,188,45,8,AUS,LAS,1090,6,23,0,N,0,0,0,37,0,8,Southwest Airlines
155310,506068,2008,1,17,4,1652,1610,1828,1800,AA,1355,N434AA,156,170,137,28,42,JAX,DFW,919,9,10,0,N,0,28,0,0,0,0,American Airlines
789968,2618208,2008,5,13,2,1956,1940,2233,2211,UA,414,N934UA,97,91,75,22,16,DEN,OKC,495,5,17,0,N,0,16,0,6,0,0,United Airlines
637430,2034873,2008,4,1,2,1532,1508,1707,1639,UA,1191,N377UA,155,151,141,28,24,DEN,SMF,910,4,10,0,N,0,11,0,4,0,13,United Airlines
749903,2454562,2008,5,22,4,1600,1510,1736,1705,WN,459,N254WN,96,115,84,31,50,SJC,PHX,621,4,8,0,N,0,6,0,0,0,25,Southwest Airlines
163789,529056,2008,1,25,5,1951,1945,2155,2105,AA,2477,N5CKAA,244,200,208,50,6,DFW,LAX,1235,13,23,0,N,0,5,0,44,0,1,American Airlines
699553,2287654,2008,4,14,1,1442,1335,1646,1555,AA,1275,N4YPAA,184,200,161,51,67,BWI,DFW,1217,10,13,0,N,0,21,0,0,0,30,American Airlines
348357,1093849,2008,2,13,3,1707,1535,2028,1850,AA,1930,N5EHAA,201,195,171,98,92,MIA,BOS,1258,5,25,0,N,0,0,0,98,0,0,American Airlines
1045483,3496990,2008,6,19,4,1721,1655,1937,1825,AA,1198,N499AA,136,90,70,72,26,RDU,LGA,431,5,61,0,N,0,0,0,51,0,21,American Airlines
12131,34343,2008,1,13,7,1847,1805,2025,1935,WN,2537,N284WN,98,90,75,50,42,SAN,SMF,480,5,18,0,N,0,0,0,8,0,42,Southwest Airlines
860304,2911212,2008,5,3,6,1723,1640,2056,2035,AA,1962,N542AA,153,175,136,21,43,DFW,IAD,1172,5,12,0,N,0,21,0,0,0,0,American Airlines
163375,527943,2008,1,25,5,1529,1500,1802,1730,AA,2397,N5FHAA,273,270,252,32,29,EWR,EGE,1725,5,16,0,N,0,8,0,3,0,21,American Airlines
207550,665810,2008,2,21,4,1030,940,1123,1030,WN,20,N527SW,53,50,33,53,50,CRP,HOU,187,9,11,0,N,0,0,0,3,0,50,Southwest Airlines
535245,1678530,2008,3,9,7,1330,1210,1633,1535,AA,1030,N592AA,123,145,105,58,80,STL,LGA,887,7,11,0,N,0,0,0,51,0,7,American Airlines
282347,900681,2008,2,23,6,1927,1915,2152,2115,DL,41,N126DL,325,300,290,37,12,ATL,LAX,1946,13,22,0,N,0,0,0,25,0,12,Delta Airlines
959331,3221677,2008,6,23,1,2248,2215,658,610,UA,238,N403UA,310,295,280,48,33,SAN,IAD,2253,12,18,0,N,0,33,0,15,0,0,United Airlines
264781,841281,2008,2,20,3,1940,1818,2103,1954,UA,1229,N311UA,143,156,121,69,82,IAH,DEN,861,7,15,0,N,0,0,0,0,0,69,United Airlines
1037021,3475465,2008,6,5,4,2011,1835,2352,2150,AA,223,N624AA,401,375,376,122,96,BOS,LAX,2611,11,14,0,N,0,3,0,26,0,93,American Airlines
